timestamp,frame_idx,visual_score,visual_risk,sensor_score,sensor_risk,dominant_sensor,sensor_data_source,final_risk_score,risk_status,consensus_state,buzzer_state,motor_relay_state,beacon_color,hardware_command,temperature_c,vibration_rms_mms,speed_slip_pct,tension_kn
2026-09-10T18:54:20.257411,230,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:54:23.201901,235,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:54:26.192443,240,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:54:29.070889,245,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:54:32.067185,250,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:54:34.932988,255,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:54:37.805742,260,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:54:40.942635,265,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:54:43.710764,270,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:54:46.583960,275,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:54:49.941927,280,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:54:52.708220,285,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:54:55.187971,290,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:54:57.920201,295,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
2026-09-10T18:55:00.703750,300,0.92912,CRITICAL,0.33984,NORMAL,temperature_c,SIMULATED — not a real measurement,0.92912,CRITICAL,VISION_DOMINANT_FAILURE,ON (CONTINUOUS 95dB),OPEN (MOTOR TRIPPED / EMERGENCY STOP),FLASHING_RED,CMD_EMERGENCY_HALT_BUZZER_ON,36.5,1.42,1.8,22.4
