filename,anomaly_score,ground_truth_label,subset_tag,pred_validation_threshold,pred_oracle_threshold
original_damaged_joint_07_frame_0446.jpg,0.7259621620178223,1,real_damage,1,1
original_damaged_joint_08_frame_0451.jpg,0.7187759280204773,1,real_damage,1,1
original_damaged_joint_09_frame_0455.jpg,0.716605007648468,1,real_damage,1,1
original_damaged_joint_10_frame_0459.jpg,0.7545346617698669,1,real_damage,1,1
original_damaged_joint_11_frame_0464.jpg,0.7585068345069885,1,real_damage,1,1
original_damaged_joint_12_frame_0468.jpg,0.7277249097824097,1,real_damage,1,1
original_damaged_joint_13_frame_0472.jpg,0.7527100443840027,1,real_damage,1,1
original_damaged_joint_14_frame_0477.jpg,0.7271554470062256,1,real_damage,1,1
original_damaged_joint_15_frame_0481.jpg,0.7986733913421631,1,real_damage,1,1
original_damaged_joint_16_frame_0485.jpg,0.7718537449836731,1,real_damage,1,1
original_damaged_joint_17_frame_0490.jpg,0.7491245269775391,1,real_damage,1,1
original_damaged_joint_18_frame_0494.jpg,0.7575560808181763,1,real_damage,1,1
original_damaged_joint_19_frame_0498.jpg,0.7707030773162842,1,real_damage,1,1
original_damaged_joint_20_frame_0503.jpg,0.7584590911865234,1,real_damage,1,1
original_damaged_joint_21_frame_0507.jpg,0.7373332381248474,1,real_damage,1,1
original_damaged_joint_22_frame_0512.jpg,0.7571064233779907,1,real_damage,1,1
original_damaged_joint_23_frame_0516.jpg,0.7258864641189575,1,real_damage,1,1
original_damaged_joint_24_frame_0520.jpg,0.7211976051330566,1,real_damage,1,1
original_damaged_joint_25_frame_0525.jpg,0.7460682988166809,1,real_damage,1,1
original_damaged_joint_26_frame_0529.jpg,0.7433353662490845,1,real_damage,1,1
original_damaged_joint_27_frame_0533.jpg,0.7475131154060364,1,real_damage,1,1
original_damaged_joint_28_frame_0538.jpg,0.7401300072669983,1,real_damage,1,1
original_damaged_joint_29_frame_0542.jpg,0.7311185002326965,1,real_damage,1,1
original_damaged_joint_30_frame_0546.jpg,0.7733356952667236,1,real_damage,1,1
original_damaged_joint_31_frame_0551.jpg,0.7782856225967407,1,real_damage,1,1
original_damaged_joint_32_frame_0555.jpg,0.7455768585205078,1,real_damage,1,1
original_damaged_joint_33_frame_0559.jpg,0.7537682056427002,1,real_damage,1,1
original_damaged_joint_34_frame_0564.jpg,0.7574529647827148,1,real_damage,1,1
original_damaged_joint_35_frame_0568.jpg,0.7234353423118591,1,real_damage,1,1
original_damaged_joint_36_frame_0573.jpg,0.7425409555435181,1,real_damage,1,1
original_damaged_joint_37_frame_0577.jpg,0.7250271439552307,1,real_damage,1,1
original_damaged_joint_38_frame_0581.jpg,0.7113905549049377,1,real_damage,1,1
original_damaged_joint_39_frame_0586.jpg,0.725822925567627,1,real_damage,1,1
original_damaged_joint_40_frame_0590.jpg,0.7318522930145264,1,real_damage,1,1
synthetic_damage_001_crack.jpg,0.6630590558052063,1,synthetic_damage,0,1
synthetic_damage_002_tear.jpg,0.8052026629447937,1,synthetic_damage,1,1
synthetic_damage_003_wear.jpg,0.8653751015663147,1,synthetic_damage,1,1
synthetic_damage_004_stain.jpg,0.9094772338867188,1,synthetic_damage,1,1
synthetic_damage_005_missing_chunk.jpg,0.8327242732048035,1,synthetic_damage,1,1
synthetic_damage_006_crack.jpg,0.7258533835411072,1,synthetic_damage,1,1
synthetic_damage_007_tear.jpg,0.8005300760269165,1,synthetic_damage,1,1
synthetic_damage_008_wear.jpg,0.836603581905365,1,synthetic_damage,1,1
synthetic_damage_009_stain.jpg,0.8862378597259521,1,synthetic_damage,1,1
synthetic_damage_010_missing_chunk.jpg,0.8132745623588562,1,synthetic_damage,1,1
synthetic_damage_011_crack.jpg,0.746823251247406,1,synthetic_damage,1,1
synthetic_damage_012_tear.jpg,0.7764415144920349,1,synthetic_damage,1,1
synthetic_damage_013_wear.jpg,0.8744916915893555,1,synthetic_damage,1,1
synthetic_damage_014_stain.jpg,0.9123045206069946,1,synthetic_damage,1,1
synthetic_damage_015_missing_chunk.jpg,0.8449941277503967,1,synthetic_damage,1,1
synthetic_damage_016_crack.jpg,0.7745652794837952,1,synthetic_damage,1,1
synthetic_damage_017_tear.jpg,0.784640908241272,1,synthetic_damage,1,1
synthetic_damage_018_wear.jpg,0.8374568819999695,1,synthetic_damage,1,1
synthetic_damage_019_stain.jpg,0.9007911086082458,1,synthetic_damage,1,1
synthetic_damage_020_missing_chunk.jpg,0.7596679329872131,1,synthetic_damage,1,1
synthetic_damage_021_crack.jpg,0.7824923396110535,1,synthetic_damage,1,1
synthetic_damage_022_tear.jpg,0.7261801958084106,1,synthetic_damage,1,1
synthetic_damage_023_wear.jpg,0.8083755373954773,1,synthetic_damage,1,1
synthetic_damage_024_stain.jpg,0.9066287875175476,1,synthetic_damage,1,1
synthetic_damage_025_missing_chunk.jpg,0.8971524238586426,1,synthetic_damage,1,1
synthetic_damage_026_crack.jpg,0.7186986804008484,1,synthetic_damage,1,1
synthetic_damage_027_tear.jpg,0.7974852323532104,1,synthetic_damage,1,1
synthetic_damage_028_wear.jpg,0.8001106381416321,1,synthetic_damage,1,1
synthetic_damage_029_stain.jpg,0.89432293176651,1,synthetic_damage,1,1
synthetic_damage_030_missing_chunk.jpg,0.826756477355957,1,synthetic_damage,1,1
